PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGM_PER48,FGM_PER40,FGM_PER36,FGA_AVG,FGA_PER48,FGA_PER40,FGA_PER36,FG_PCT,FG3M_AVG,FG3M_PER48,FG3M_PER40,FG3M_PER36,FG3A_AVG,FG3A_PER48,FG3A_PER40,FG3A_PER36,FG3_PCT,FTM_AVG,FTM_PER48,FTM_PER40,FTM_PER36,FTA_AVG,FTA_PER48,FTA_PER40,FTA_PER36,FT_PCT,OREB_AVG,OREB_PER48,OREB_PER40,OREB_PER36,DREB_AVG,DREB_PER48,DREB_PER40,DREB_PER36,REB_AVG,REB_PER48,REB_PER40,REB_PER36,AST_AVG,AST_PER48,AST_PER40,AST_PER36,TOV_AVG,TOV_PER48,TOV_PER40,TOV_PER36,STL_AVG,STL_PER48,STL_PER40,STL_PER36,BLK_AVG,BLK_PER48,BLK_PER40,BLK_PER36,BLKA_AVG,BLKA_PER48,BLKA_PER40,BLKA_PER36,PF_AVG,PF_PER48,PF_PER40,PF_PER36,PFD_AVG,PFD_PER48,PFD_PER40,PFD_PER36,PTS_AVG,PTS_PER48,PTS_PER40,PTS_PER36,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,TEAM_COUNT,HEIGHT,WEIGHT
Naz Reid,MIN,25.0,80,47,33,0.588,27.501458333333336,5.325,9.294052588120326,7.745043823433605,6.970539441090245,11.5375,20.137113940927375,16.780928284106146,15.10283545569553,0.462,2.1875,3.8179793495799466,3.181649457983289,2.86348451218496,5.775,10.07946548289106,8.399554569075882,7.559599112168294,0.379,1.3875,2.4216897588764232,2.018074799063686,1.8162673191573173,1.7875,3.119834554228185,2.5998621285234873,2.3398759156711386,0.776,1.15,2.0071662866363145,1.672638572196929,1.505374714977236,4.85,8.465005643640108,7.054171369700091,6.348754232730082,6.0,10.472171930276424,8.72680994189702,7.854128947707318,2.2625,3.9488814987084013,3.2907345822570013,2.961661124031301,1.35,2.3562386843121956,1.9635322369268295,1.7671790132341467,0.725,1.2653874415750679,1.05448953464589,0.949040581181301,0.9,1.5708257895414635,1.309021491284553,1.1781193421560976,0.5125,0.8944980190444445,0.7454150158703704,0.6708735142833333,2.3625,4.123417697546342,3.4361814146219514,3.0925632731597563,1.4875,2.5962259577143634,2.1635216314286363,1.9471694682857725,14.225,24.82777428469702,20.689811903914187,18.620830713522768,2267.5,10,0,16,36,428,191,60,59,57,233,33,34,139,121,125,259,78,30,37,113,91,127,29,477,545,136,66,26,61,62,44,1,81.0,264
Anthony Edwards,MIN,23.0,79,48,31,0.608,36.34251054852321,9.126582278481013,12.054091551605534,10.04507629300461,9.04056866370415,20.40506329113924,26.950340611911404,22.45861717659284,20.212755458933554,0.447,4.050632911392405,5.3499435457888636,4.458286288157386,4.012457659341647,10.265822784810126,13.558763173858651,11.298969311548877,10.169072380393988,0.395,5.253164556962025,6.938208035944933,5.781840029954111,5.2036560269587,6.2784810126582276,8.29241249597274,6.9103437466439495,6.219309371979555,0.837,0.7721518987341772,1.0198329884160022,0.8498608236800019,0.7648747413120017,4.924050632911392,6.503525122849588,5.419604269041324,4.877643842137191,5.69620253164557,7.52335811126559,6.269465092721324,5.642518583449192,4.544303797468355,6.001967915431882,5.001639929526568,4.501475936573911,3.151898734177215,4.16292482156696,3.4691040179724664,3.1221936161752195,1.1518987341772151,1.5213901958337082,1.2678251631947568,1.141042646875281,0.6455696202531646,0.8526472526101003,0.7105393771750835,0.6394854394575752,0.6962025316455697,0.9195215469324611,0.7662679557770509,0.6896411601993458,1.8987341772151898,2.50778603708853,2.089821697573775,1.8808395278163974,4.341772151898734,5.734470738142439,4.778725615118699,4.300853053606829,27.556962025316455,36.39633468494487,30.33027890412072,27.29725101370865,3432.5,7,0,23,30,395,160,3,4,2,288,1,1,104,6,5,126,150,29,47,38,5,28,56,523,480,10,2,46,6,87,44,1,76.0,225
Rudy Gobert,MIN,33.0,72,43,29,0.597,33.1725462962963,4.736111111111111,6.8530564793790045,5.710880399482504,5.139792359534254,7.083333333333333,10.24943930933517,8.541199424445974,7.687079482001377,0.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5555555555555554,3.6978369272895515,3.0815307727412926,2.7733776954671634,3.7916666666666665,5.48646457146765,4.572053809556374,4.114848428600737,0.674,3.6805555555555554,5.325689052889842,4.438074210741536,3.994266789667382,7.222222222222222,10.450408707557427,8.708673922964522,7.83780653066807,10.902777777777779,15.776097760447271,13.146748133706058,11.832073320335454,1.7638888888888888,2.5523113574226794,2.126926131185566,1.9142335180670096,1.2361111111111112,1.7886276441780982,1.4905230368150817,1.3414707331335736,0.7777777777777778,1.125428630044646,0.9378571917038716,0.8440714725334845,1.4444444444444444,2.0900817415114856,1.7417347845929045,1.5675613061336142,0.75,1.0852347504001942,0.9043622920001619,0.8139260628001457,2.5277777777777777,3.6576430476450996,3.0480358730375827,2.7432322857338245,3.611111111111111,5.225204353778714,4.354336961482261,3.918903265334035,12.027777777777779,17.40394988604756,14.503291571706301,13.05296241453567,2389.5,36,0,95,75,362,175,36,101,176,15,499,542,499,62,48,432,5,13,9,183,126,136,9,520,538,33,107,33,52,14,44,1,85.0,258
Mike Conley,MIN,37.0,71,44,27,0.62,24.730281690140846,2.6338028169014085,5.112053990944557,4.260044992453798,3.834040493208418,6.591549295774648,12.793803570920069,10.661502975766723,9.595352678190052,0.4,1.7887323943661972,3.471822763903523,2.893185636586269,2.6038670729276423,4.366197183098592,8.474528006378677,7.062106671982232,6.355896004784008,0.41,1.1408450704225352,2.2143121565053963,1.8452601304211635,1.660734117379047,1.267605633802817,2.4603468405615514,2.050289033801293,1.8452601304211638,0.9,0.4507042253521127,0.8747899877552183,0.7289916564626819,0.6560924908164137,2.112676056338028,4.100578067602585,3.4171483896688217,3.0754335507019395,2.563380281690141,4.975368055357804,4.146140046131503,3.731526041518353,4.492957746478873,8.720562690434832,7.26713557536236,6.540422017826124,1.056338028169014,2.0502890338012927,1.7085741948344109,1.5377167753509697,1.1126760563380282,2.1596377822706954,1.7996981518922461,1.6197283367030215,0.19718309859154928,0.38272061964290804,0.31893384970242333,0.28704046473218103,0.2535211267605634,0.4920693681123103,0.4100578067602586,0.3690520260842327,1.5633802816901408,3.0344277700259137,2.528689808354928,2.275820827519435,1.408450704225352,2.733718711735057,2.278098926445881,2.0502890338012927,8.19718309859155,15.910242902298034,13.258535751915028,11.932682176723524,1482.9,1,0,108,62,334,140,136,228,200,449,88,115,59,174,201,42,290,237,249,55,171,48,265,312,385,169,197,51,154,198,44,1,72.0,175
Julius Randle,MIN,30.0,69,44,25,0.638,32.254009661835745,6.594202898550725,9.813407463102367,8.177839552585306,7.360055597326775,13.608695652173912,20.252284852424445,16.876904043687038,15.189213639318334,0.485,1.565217391304348,2.329336276956166,1.9411135641301387,1.7470022077171248,4.550724637681159,6.77232954596515,5.643607954970959,5.079247159473862,0.344,3.9130434782608696,5.823340692390415,4.852783910325346,4.367505519292812,4.855072463768116,7.225256044262183,6.021046703551819,5.418942033196637,0.806,2.0869565217391304,3.1057817026082213,2.5881514188401846,2.329336276956166,4.971014492753623,7.397799472184861,6.164832893487384,5.548349604138646,7.057971014492754,10.503581174793082,8.752984312327568,7.877685881094812,4.681159420289855,6.966440902378164,5.805367418648469,5.224830676783623,2.8405797101449277,4.227313984105635,3.5227616534213624,3.170485488079226,0.6811594202898551,1.013692639045739,0.8447438658714491,0.7602694792843042,0.2318840579710145,0.345086855845358,0.28757237987113166,0.2588151418840185,0.8695652173913043,1.2940757094200923,1.0783964245167437,0.9705567820650692,2.536231884057971,3.774387485808603,3.1453229048405023,2.8307906143564523,3.7246376811594204,5.542957622016062,4.619131351680052,4.157218216512047,18.666666666666668,27.779491895551313,23.149576579626093,20.834618921663484,2349.9,14,0,129,62,300,109,56,53,55,165,119,108,264,30,26,205,36,45,35,54,19,178,242,534,530,34,50,84,57,40,44,1,81.0,250
Donte DiVincenzo,MIN,28.0,62,37,25,0.597,25.898924731182795,4.032258064516129,7.473220958232998,6.2276841318608325,5.604915718674749,9.564516129032258,17.726480112928673,14.772066760773894,13.294860084696506,0.422,2.806451612903226,5.201361786930167,4.334468155775139,3.9010213401976253,7.064516129032258,13.093083118824214,10.910902599020178,9.81981233911816,0.397,0.7903225806451613,1.4647513078136678,1.2206260898447232,1.098563480860251,1.0161290322580645,1.8832516814747156,1.5693764012289297,1.4124387611060367,0.778,0.5161290322580645,0.9565722826538239,0.7971435688781865,0.7174292119903679,3.161290322580645,5.859005231254671,4.882504359378893,4.394253923441004,3.6774193548387095,6.815577513908495,5.679647928257079,5.111683135431371,3.629032258064516,6.725898862409698,5.604915718674749,5.044424146807274,1.596774193548387,2.959395499460267,2.466162916216889,2.2195466245952002,1.1774193548387097,2.1821805198040356,1.8184837665033629,1.6366353898530266,0.27419354838709675,0.5081790251598439,0.4234825209665366,0.38113426886988294,0.3548387096774194,0.6576434443245038,0.5480362036037533,0.49323258324337793,1.8387096774193548,3.4077887569542473,2.8398239641285397,2.5558415677156856,1.3870967741935485,2.5707880096321514,2.142323341360126,1.9280910072241135,11.661290322580646,21.612555011209828,18.010462509341526,16.209416258407373,1505.1,1,0,192,124,300,178,158,166,137,386,34,42,94,258,267,252,290,157,194,86,109,66,225,349,396,195,147,80,151,198,44,1,76.0,203
Rob Dillingham,MIN,20.0,49,30,19,0.612,10.530102040816328,1.8979591836734695,8.65158195649014,7.20965163040845,6.4886864673676055,4.3061224489795915,19.628857987305587,16.357381656087988,14.72164349047919,0.441,0.5102040816326531,2.3256940743253063,1.9380783952710887,1.7442705557439797,1.510204081632653,6.884054460002908,5.7367120500024225,5.163040845002181,0.338,0.16326530612244897,0.744222103784098,0.6201850864867484,0.5581665778380736,0.30612244897959184,1.3954164445951838,1.1628470371626531,1.0465623334463878,0.533,0.24489795918367346,1.116333155676147,0.9302776297301225,0.8372498667571103,0.7755102040816326,3.535054992974466,2.945879160812055,2.6512912447308494,1.0204081632653061,4.651388148650613,3.8761567905421774,3.4885411114879594,2.0,9.116720771355201,7.5972673094626675,6.837540578516401,1.0816326530612246,4.93047143756965,4.108726197974708,3.697853578177237,0.40816326530612246,1.8605552594602452,1.5504627162168712,1.395416444595184,0.02040816326530612,0.09302776297301225,0.07752313581084355,0.0697708222297592,0.16326530612244897,0.744222103784098,0.6201850864867484,0.5581665778380736,0.7551020408163265,3.442027230001454,2.8683560250012112,2.5815204225010904,0.5714285714285714,2.6047773632443434,2.1706478027036193,1.9535830224332575,4.469387755102041,20.373080091089683,16.977566742574737,15.279810068317262,436.0,0,0,293,196,226,150,368,332,328,307,315,317,284,444,427,502,426,418,427,229,246,348,489,187,181,363,348,190,373,281,44,1,75.0,175
Josh Minott,MIN,22.0,46,32,14,0.696,6.005978260869565,0.9565217391304348,7.644557053660302,6.370464211383585,5.733417790245227,1.9565217391304348,15.636593973396074,13.030494977830063,11.727445480047056,0.489,0.30434782608695654,2.432359062528278,2.026965885440232,1.8242692968962086,0.9347826086956522,7.470817120622568,6.22568093385214,5.603112840466926,0.326,0.3695652173913043,2.9535788616414806,2.4613157180345673,2.2151841462311106,0.41304347826086957,3.301058727716949,2.7508822730974574,2.475794045787712,0.895,0.2608695652173913,2.08487919645281,1.7373993303773416,1.5636593973396073,0.7608695652173914,6.080897656320696,5.06741471360058,4.560673242240522,1.0217391304347827,8.165776852773506,6.804814043977921,6.124332639580129,0.391304347826087,3.1273187946792147,2.6060989955660125,2.3454890960094112,0.2391304347826087,1.9111392634150755,1.5926160528458964,1.4333544475613067,0.32608695652173914,2.6060989955660125,2.171749162971677,1.9545742466745093,0.2608695652173913,2.08487919645281,1.7373993303773416,1.5636593973396073,0.13043478260869565,1.042439598226405,0.8686996651886708,0.7818296986698037,0.7391304347826086,5.907157723282961,4.922631436069135,4.430368292462221,0.32608695652173914,2.6060989955660125,2.171749162971677,1.9545742466745093,2.5869565217391304,20.675052031490363,17.22921002624197,15.506289023617773,272.4,0,0,307,179,168,75,433,413,427,153,369,380,323,390,410,45,426,428,432,440,446,383,295,156,174,426,413,295,427,281,44,1,80.0,205
Yves Missi,NOP,21.0,73,19,54,0.26,26.791643835616437,3.684931506849315,6.601935790652371,5.501613158876975,4.951451842989278,6.739726027397261,12.074916018590953,10.06243001549246,9.056187013943214,0.547,0.0,0.0,0.0,0.0,0.0136986301369863,0.02454251223290844,0.0204520935274237,0.01840688417468133,0.0,1.7397260273972603,3.116899053579372,2.59741587798281,2.337674290184529,2.7945205479452055,5.006672495513322,4.172227079594435,3.7550043716349917,0.623,3.493150684931507,6.258340619391653,5.215283849493044,4.69375546454374,4.739726027397261,8.49170923258632,7.0764243604886,6.36878192443974,8.232876712328768,14.750049851977973,12.291708209981644,11.062537388983479,1.356164383561644,2.429708711057936,2.0247572592149465,1.8222815332934519,1.1232876712328768,2.012486003098492,1.6770716692487437,1.5093645023238693,0.5068493150684932,0.9080729526176123,0.7567274605146769,0.6810547144632092,1.3424657534246576,2.405166198825027,2.004305165687523,1.8038746491187705,0.8904109589041096,1.5952632951390489,1.3293860792825407,1.1964474713542868,1.9863013698630136,3.558664273771724,2.965553561476437,2.668998205328793,2.2739726027397262,4.074057030662801,3.3950475255523345,3.055542772997101,9.10958904109589,16.320770634884113,13.60064219573676,12.240577976163085,1857.7,14,0,86,302,557,485,97,146,185,70,499,525,499,109,78,473,7,44,19,228,149,235,14,543,469,85,172,565,100,40,44,1,83.0,235
Jeremiah Robinson-Earl,NOP,24.0,66,17,49,0.258,18.771212121212123,2.393939393939394,6.121559447897328,5.10129953991444,4.591169585922996,5.257575757575758,13.444184357090968,11.203486964242472,10.083138267818226,0.455,0.8484848484848485,2.169666639761078,1.8080555331342318,1.6272499798208087,2.484848484848485,6.354023730728873,5.295019775607393,4.7655177980466545,0.341,0.696969696969697,1.7822261683751712,1.4851884736459762,1.3366696262813784,0.8333333333333334,2.1309225926224875,1.7757688271854064,1.5981919444668657,0.836,1.6666666666666667,4.261845185244975,3.551537654370813,3.1963838889337315,3.106060606060606,7.94252966341109,6.618774719509242,5.9568972475583175,4.7727272727272725,12.204374848656066,10.170312373880055,9.15328113649205,1.3333333333333333,3.4094761481959805,2.84123012349665,2.557107111146985,0.7727272727272727,1.975946404068125,1.646622003390104,1.4819598030510936,0.5909090909090909,1.5110178384050366,1.259181532004197,1.1332633788037774,0.10606060606060606,0.2712083299701348,0.22600694164177898,0.20340624747760108,0.2727272727272727,0.6973928484946323,0.5811607070788603,0.5230446363709742,1.196969696969697,3.060779723948664,2.55064976995722,2.295584792961498,0.7424242424242424,1.8984583097909433,1.582048591492453,1.4238437323432076,6.333333333333333,16.195011703930906,13.495843086609087,12.146258777948178,1015.0,4,0,156,323,548,487,227,263,251,260,231,227,273,271,286,127,61,141,110,250,254,219,370,312,290,292,263,552,245,116,44,1,80.0,240
CJ McCollum,NOP,33.0,56,17,39,0.304,32.70854166666667,7.928571428571429,11.635230712816206,9.696025594013506,8.726423034612155,17.857142857142858,26.20547457841488,21.8378954820124,19.65410593381116,0.444,3.0535714285714284,4.4811361529089435,3.73428012742412,3.360852114681708,8.196428571428571,12.02831283149243,10.023594026243693,9.021234623619323,0.373,2.2142857142857144,3.249478847723445,2.7078990397695373,2.437109135792584,3.0892857142857144,4.533547102065774,3.777955918388145,3.4001603265493303,0.717,0.75,1.1006299322934248,0.9171916102445208,0.8254724492200687,3.0357142857142856,4.45493067833053,3.712442231942108,3.341198008747897,3.7857142857142856,5.555560610623954,4.629633842186628,4.166670457967966,4.053571428571429,5.948642729300178,4.957202274416815,4.461482046975133,1.8928571428571428,2.777780305311977,2.314816921093314,2.083335228983983,0.8214285714285714,1.2054518306070845,1.0045431921725703,0.9040888729553133,0.42857142857142855,0.6289313898819571,0.5241094915682976,0.4716985424114678,0.6964285714285714,1.0220135085581803,0.8516779237984835,0.7665101314186352,2.2142857142857144,3.249478847723445,2.7078990397695373,2.437109135792584,2.4285714285714284,3.5639445426644234,2.9699537855536864,2.6729584069983177,21.125,31.001076426264802,25.83423035522067,23.250807319698602,1881.9,0,0,246,323,486,454,123,57,47,297,36,37,163,110,96,373,237,200,217,84,95,185,170,462,425,109,61,541,95,281,44,1,75.0,190
Jordan Hawkins,NOP,23.0,56,18,38,0.321,23.580357142857142,3.6964285714285716,7.52442256720939,6.270352139341159,5.643316925407043,9.928571428571429,20.210526315789473,16.842105263157894,15.157894736842104,0.372,1.9642857142857142,3.9984854221885646,3.332071185157137,2.9988640666414232,5.928571428571429,12.068156001514579,10.056796667928815,9.051117001135934,0.331,1.4285714285714286,2.90798939795532,2.4233244982961,2.18099204846649,1.75,3.562287012495267,2.9685725104127227,2.6717152593714504,0.816,0.44642857142857145,0.9087466868610374,0.7572889057175313,0.6815600151457781,2.375,4.83453237410072,4.028776978417266,3.6258992805755397,2.8214285714285716,5.743279060961757,4.786065884134797,4.307459295721317,1.1785714285714286,2.399091253313139,1.9992427110942825,1.7993184399848543,1.0357142857142858,2.108292313517607,1.7569102612646725,1.5812192351382053,0.5357142857142857,1.090496024233245,0.9087466868610374,0.8178720181749337,0.4107142857142857,0.8360469519121545,0.6967057932601288,0.6270352139341159,0.4642857142857143,0.945096554335479,0.7875804619462324,0.7088224157516092,0.9107142857142857,1.8538432411965164,1.5448693676637637,1.3903824308973873,1.3035714285714286,2.6535403256342294,2.211283604695191,1.990155244225672,10.785714285714286,21.955319954562665,18.296099962135553,16.466489965921998,993.6,0,0,246,312,475,444,212,200,159,489,114,98,308,176,183,177,329,260,284,298,221,285,173,386,223,221,187,548,253,281,44,1,77.0,190
Jose Alvarado,NOP,27.0,56,19,37,0.339,24.39107142857143,3.642857142857143,7.16889962661981,5.9740830221831756,5.376674719964858,9.303571428571429,18.308807379749616,15.257339483124678,13.73160553481221,0.392,1.9821428571428572,3.90072479683725,3.2506039973643746,2.925543597627937,5.517857142857143,10.858774434438832,9.048978695365692,8.144080825829123,0.359,1.0714285714285714,2.1084998901822973,1.757083241818581,1.5813749176367229,1.3214285714285714,2.6004831978914997,2.1670693315762497,1.950362398418625,0.811,0.48214285714285715,0.9488249505820336,0.7906874588183614,0.7116187129365252,1.9464285714285714,3.8304414671645066,3.192034555970422,2.87283110037338,2.4285714285714284,4.77926641774654,3.982722014788784,3.5844498133099054,4.625,9.10169119262025,7.584742660516874,6.8262683944651865,1.5357142857142858,3.0221831759279594,2.518485979939966,2.2666373819459693,1.3214285714285714,2.6004831978914997,2.1670693315762497,1.950362398418625,0.25,0.4919833077092027,0.4099860897576689,0.368987480781902,0.42857142857142855,0.8433999560729188,0.7028332967274324,0.6325499670546891,1.625,3.197891500109818,2.664909583424848,2.398418625082363,1.3392857142857142,2.6356248627278718,2.1963540522732266,1.9767186470459037,10.339285714285714,20.34702394025917,16.955853283549306,15.260267955194376,1308.7,2,0,246,302,465,435,202,207,171,458,112,116,212,225,236,193,313,294,302,74,135,61,265,370,318,217,198,523,188,159,44,1,72.0,179
