PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN_AVG,FGM_AVG,FGM_PER48,FGM_PER40,FGM_PER36,FGA_AVG,FGA_PER48,FGA_PER40,FGA_PER36,FG_PCT,FG3M_AVG,FG3M_PER48,FG3M_PER40,FG3M_PER36,FG3A_AVG,FG3A_PER48,FG3A_PER40,FG3A_PER36,FG3_PCT,FTM_AVG,FTM_PER48,FTM_PER40,FTM_PER36,FTA_AVG,FTA_PER48,FTA_PER40,FTA_PER36,FT_PCT,OREB_AVG,OREB_PER48,OREB_PER40,OREB_PER36,DREB_AVG,DREB_PER48,DREB_PER40,DREB_PER36,REB_AVG,REB_PER48,REB_PER40,REB_PER36,AST_AVG,AST_PER48,AST_PER40,AST_PER36,TOV_AVG,TOV_PER48,TOV_PER40,TOV_PER36,STL_AVG,STL_PER48,STL_PER40,STL_PER36,BLK_AVG,BLK_PER48,BLK_PER40,BLK_PER36,BLKA_AVG,BLKA_PER48,BLKA_PER40,BLKA_PER36,PF_AVG,PF_PER48,PF_PER40,PF_PER36,PFD_AVG,PFD_PER48,PFD_PER40,PFD_PER36,PTS_AVG,PTS_PER48,PTS_PER40,PTS_PER36,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,TEAM_COUNT,HEIGHT,WEIGHT
Tyrese Maxey,PHI,24.0,52,20,32,0.385,37.69605769230769,9.173076923076923,11.68047056542844,9.733725471190366,8.76035292407133,20.98076923076923,26.71570940646211,22.26309117205176,20.036782054846583,0.437,3.0961538461538463,3.9424649078280476,3.28538742319004,2.956848680871036,9.192307692307692,11.70495792510439,9.754131604253658,8.778718443828293,0.337,4.884615384615385,6.219789357691455,5.183157798076213,4.664842018268591,5.5576923076923075,7.076846946349725,5.897372455291437,5.307635209762294,0.879,0.28846153846153844,0.3673103951392591,0.3060919959493826,0.27548279635444434,3.0576923076923075,3.8934901884761466,3.244575157063456,2.92011764135711,3.3461538461538463,4.2608005836154055,3.550667153012838,3.1956004377115543,6.096153846153846,7.762493017276343,6.468744181063619,5.821869762957258,2.3846153846153846,3.036432599817875,2.5303604998482294,2.277324449863406,1.75,2.228349730511505,1.8569581087595877,1.671262297883629,0.40384615384615385,0.5142345531949628,0.4285287943291356,0.38567591489622205,1.1730769230769231,1.493728940232987,1.2447741168608226,1.1202967051747403,2.230769230769231,2.8405337224102705,2.367111435341892,2.1304002918077027,4.3076923076923075,5.485168567412936,4.570973806177447,4.1138764255597025,26.326923076923077,33.52319539637638,27.935996163646983,25.142396547282285,2265.3,8,1,267,296,413,400,95,41,34,322,47,29,290,34,42,69,405,223,261,56,74,28,194,536,406,51,37,469,63,77,20,1,74.0,200
Justin Edwards,PHI,21.0,44,11,33,0.25,26.243636363636366,3.909090909090909,7.1497852293196615,5.958154357766384,5.362338921989746,8.590909090909092,15.71290009699321,13.094083414161009,11.784675072744907,0.455,1.5681818181818181,2.8682277954828876,2.390189829569073,2.1511708466121657,4.318181818181818,7.898018567271719,6.581682139393099,5.923513925453789,0.363,0.7272727272727273,1.330192600803658,1.1084938340030484,0.9976444506027434,1.0454545454545454,1.9121518636552584,1.593459886379382,1.4341138977414438,0.696,1.0454545454545454,1.9121518636552584,1.593459886379382,1.4341138977414438,2.3181818181818183,4.2399889150616605,3.5333240958847165,3.179991686296245,3.3636363636363638,6.152140778716918,5.126783982264098,4.614105584037688,1.5681818181818181,2.8682277954828876,2.390189829569073,2.1511708466121657,1.1136363636363635,2.0368574199806013,1.697381183317168,1.527643064985451,1.0227272727272727,1.8705833448801443,1.5588194540667868,1.4029375086601081,0.36363636363636365,0.665096300401829,0.5542469170015242,0.4988222253013717,0.5681818181818182,1.0392129693778578,0.8660108078148815,0.7794097270333933,2.227272727272727,4.073714839961203,3.394762366634336,3.055286129970902,0.8636363636363636,1.579603713454344,1.3163364278786198,1.1847027850907579,10.113636363636363,18.497990854925867,15.414992379104891,13.873493141194402,860.1,1,0,322,407,428,489,244,242,239,261,204,206,200,312,304,398,215,302,293,294,260,193,242,380,341,327,252,542,280,198,44,1,79.0,203
Jeff Dowtin Jr.,PHI,28.0,41,10,31,0.244,15.140731707317073,2.731707317073171,8.660212316961193,7.216843597467662,6.4951592377208955,5.609756097560975,17.78436457947388,14.820303816228233,13.33827343460541,0.487,0.6829268292682927,2.165053079240298,1.8042108993669155,1.6237898094302239,1.7073170731707317,5.4126326981007455,4.510527248417288,4.05947452357556,0.4,0.8048780487804879,2.5516697005332087,2.1263914171110074,1.9137522753999066,1.0975609756097562,3.479549591636194,2.8996246596968285,2.6096621937271456,0.733,0.2926829268292683,0.9278798911029851,0.7732332425858208,0.6959099183272388,1.170731707317073,3.7115195644119403,3.0929329703432833,2.7836396733089552,1.4634146341463414,4.6393994555149245,3.8661662129291043,3.479549591636194,1.9024390243902438,6.031219292169403,5.026016076807835,4.523414469127052,0.36585365853658536,1.1598498638787311,0.9665415532322761,0.8698873979090485,0.5853658536585366,1.8557597822059702,1.5464664851716416,1.3918198366544776,0.2926829268292683,0.9278798911029851,0.7732332425858208,0.6959099183272388,0.2926829268292683,0.9278798911029851,0.7732332425858208,0.6959099183272388,0.7073170731707317,2.2423764034988807,1.8686470029157336,1.6817823026241603,0.926829268292683,2.9382863218261193,2.4485719348550994,2.2037147413695894,6.951219512195122,22.037147413695894,18.364289511413247,16.52786056027192,567.0,0,0,336,419,395,499,344,315,318,161,301,327,78,306,308,342,426,394,409,275,414,320,295,241,152,327,318,454,329,281,44,1,75.0,177
Paul George,PHI,35.0,41,15,26,0.366,32.526666666666664,5.975609756097561,8.818280435315113,7.348567029429262,6.613710326486335,13.902439024390244,20.515999380120878,17.09666615010073,15.38699953509066,0.43,2.341463414634146,3.4553262113887793,2.879438509490649,2.5914946585415843,6.536585365853658,9.646119006793676,8.038432505661397,7.2345892550952575,0.358,1.9268292682926829,2.8434455281220163,2.3695379401016803,2.1325841460915123,2.3658536585365852,3.4913191927574125,2.909432660631177,2.6184893945680594,0.814,0.5853658536585366,0.8638315528471948,0.7198596273726623,0.6478736646353961,4.7560975609756095,7.018631366883458,5.848859472402882,5.263973525162593,5.341463414634147,7.882462919730653,6.568719099775544,5.91184718979799,4.341463414634147,6.406750683616695,5.338958903013912,4.805063012712521,2.5853658536585367,3.8152560250751106,3.1793800208959255,2.8614420188063328,1.829268292682927,2.699473602647484,2.24956133553957,2.024605201985613,0.4878048780487805,0.7198596273726624,0.5998830228105521,0.5398947205294968,0.4878048780487805,0.7198596273726624,0.5998830228105521,0.5398947205294968,2.4634146341463414,3.6352911182319447,3.0294092651932876,2.7264683386739588,2.682926829268293,3.959227950549643,3.299356625458036,2.969420962912232,16.21951219512195,23.935332610141025,19.946110508450854,17.95149945760577,1373.8,3,0,336,349,315,416,209,175,148,348,144,145,215,177,187,183,339,158,202,116,95,58,204,329,351,151,172,432,172,134,44,1,80.0,220
Tyus Jones,PHX,29.0,81,36,45,0.444,26.83353909465021,3.7777777777777777,6.757712156183144,5.631426796819286,5.068284117137358,8.432098765432098,15.083390204814009,12.569491837345009,11.312542653610507,0.448,2.049382716049383,3.6659484245960843,3.0549570204967367,2.749461318447063,4.950617283950617,8.855694688331505,7.379745573609587,6.6417710162486285,0.414,0.6296296296296297,1.1262853593638573,0.9385711328032144,0.8447140195228929,0.7037037037037037,1.2587895192890168,1.0489912660741807,0.9440921394667626,0.895,0.49382716049382713,0.8833610661677311,0.7361342218064426,0.6625207996257984,1.9259259259259258,3.445108158054152,2.8709234650451263,2.5838311185406138,2.419753086419753,4.328469224221883,3.607057686851569,3.246351918166412,5.296296296296297,9.474047434648917,7.895039528874097,7.105535575986687,1.123456790123457,2.0096464255315882,1.6747053546096569,1.507234819148691,0.8518518518518519,1.5237978391393363,1.2698315326161136,1.1428483793545023,0.09876543209876543,0.17667221323354623,0.14722684436128852,0.13250415992515968,0.32098765432098764,0.5741846930090252,0.4784872441741877,0.4306385197567689,0.7777777777777778,1.3912936792141766,1.1594113993451471,1.0434702594106324,0.9382716049382716,1.6783860257186891,1.398655021432241,1.2587895192890168,10.234567901234568,18.30765809632623,15.256381746938523,13.730743572244672,1847.7,6,0,12,136,529,353,62,113,105,284,40,57,51,254,280,45,244,227,235,18,122,83,361,386,257,215,115,444,101,93,44,1,73.0,196
Devin Booker,PHX,28.0,75,35,40,0.467,37.266222222222225,8.72,11.231618743216973,9.359682286014145,8.423714057412731,18.933333333333334,24.386695130532264,20.32224594211022,18.2900213478992,0.461,2.44,3.1427924006249333,2.618993667187444,2.3570943004686997,7.346666666666667,9.462724659805126,7.885603883170939,7.097043494853844,0.332,5.76,7.419050912950661,6.182542427458885,5.564288184712996,6.44,8.294911090174002,6.912425908478336,6.221183317630502,0.894,1.0133333333333334,1.3052034013524312,1.087669501127026,0.9789025510143234,3.0533333333333332,3.9327839330224568,3.277319944185381,2.9495879497668427,4.066666666666666,5.237987334374888,4.364989445312407,3.928490500781166,7.053333333333334,9.084902622571526,7.570752185476273,6.813676966928646,2.933333333333333,3.7782203723359853,3.148516976946654,2.833665279251989,0.8933333333333333,1.150639840665959,0.9588665338882991,0.8629798804994693,0.21333333333333335,0.27477966344261706,0.22898305286884757,0.2060847475819628,0.8266666666666667,1.0647711958401411,0.8873093298667843,0.7985783968801059,2.64,3.400398335102386,2.8336652792519885,2.5502987513267894,5.386666666666667,6.938186501926082,5.781822084938401,5.203639876444561,25.64,33.02508080000954,27.520900666674617,24.768810600007157,3111.5,16,0,59,149,503,319,4,7,6,239,26,17,307,5,6,49,110,115,119,8,8,92,242,538,552,7,6,507,14,35,44,1,78.0,206
Royce O'Neale,PHX,32.0,75,33,42,0.44,24.491644444444443,3.2133333333333334,6.297657976779384,5.248048313982819,4.723243482584538,7.6,14.894875712714722,12.41239642726227,11.171156784536041,0.423,2.3866666666666667,4.677513601010413,3.8979280008420107,3.5081352007578097,5.88,11.523930156679285,9.603275130566072,8.642947617509463,0.406,0.25333333333333335,0.4964958570904907,0.41374654757540896,0.37237189281786803,0.3466666666666667,0.6794153833869874,0.5661794861558228,0.5095615375402405,0.731,0.7066666666666667,1.3849621276734743,1.1541351063945617,1.0387215957551057,3.9466666666666668,7.734882826251857,6.4457356885432135,5.801162119688892,4.653333333333333,9.11984495392533,7.599870794937775,6.839883715443998,2.1733333333333333,4.25941182661842,3.5495098555153506,3.1945588699638154,0.8666666666666667,1.6985384584674685,1.415448715389557,1.2739038438506014,0.8933333333333333,1.7508011802664671,1.4590009835553894,1.3131008851998505,0.44,0.8623349096834839,0.7186124247362367,0.646751182262613,0.25333333333333335,0.4964958570904907,0.41374654757540896,0.37237189281786803,2.013333333333333,3.9458354958244266,3.288196246520356,2.95937662186832,0.41333333333333333,0.810072187884485,0.6750601565704041,0.6075541409133637,9.066666666666666,17.76932541165967,14.807771176383058,13.326994058744752,1578.3,1,0,59,166,517,356,121,176,148,380,28,41,68,378,377,347,179,69,91,131,204,92,115,320,484,349,162,498,135,198,44,1,78.0,226
Mason Plumlee,PHX,35.0,74,33,41,0.446,17.568175675675676,1.6891891891891893,4.615224857601083,3.846020714667569,3.4614186432008123,2.72972972972973,7.45820336988335,6.215169474902792,5.593652527412512,0.619,0.0,0.0,0.0,0.0,0.05405405405405406,0.14768719544323464,0.1230726628693622,0.11076539658242598,0.0,1.1216216216216217,3.0645093054471193,2.553757754539266,2.2983819790853395,1.7297297297297298,4.725990254183508,3.9383252118195906,3.5444926906376315,0.648,1.5675675675675675,4.282928667853804,3.569107223211504,3.2121965008903537,4.581081081081081,12.516489813814136,10.430408178178448,9.387367360360603,6.148648648648648,16.799418481667942,13.99951540138995,12.599563861250955,1.8108108108108107,4.947521047348361,4.1229342061236345,3.710640785511271,0.7972972972972973,2.178386132787711,1.8153217773230925,1.6337895995907834,0.44594594594594594,1.218419362406686,1.0153494686722382,0.9138145218050144,0.6351351351351351,1.7353245464580072,1.446103788715006,1.3014934098435054,0.35135135135135137,0.9599667703810253,0.7999723086508543,0.719975077785769,2.081081081081081,5.685957024564534,4.738297520470445,4.2644677684234,1.4864864864864864,4.061397874688953,3.3844982289074603,3.0460484060167143,4.5,12.294959020649285,10.245799183874404,9.221219265486964,1261.0,2,0,71,166,512,352,214,294,332,33,499,497,499,169,144,458,54,49,46,168,218,265,66,386,492,151,298,135,199,159,44,1,82.0,254
Ryan Dunn,PHX,22.0,74,32,42,0.432,19.059684684684687,2.77027027027027,6.976661742983751,5.813884785819793,5.232496307237813,6.445945945945946,16.233500738552436,13.527917282127031,12.175125553914327,0.43,1.1081081081081081,2.7906646971935007,2.325553914327917,2.0929985228951256,3.5675675675675675,8.984579025110783,7.487149187592319,6.738434268833087,0.311,0.25675675675675674,0.6466174298375185,0.538847858197932,0.48496307237813885,0.527027027027027,1.3272673559822747,1.106056129985229,0.9954505169867061,0.487,1.2432432432432432,3.130989660265879,2.6091580502215654,2.348242245199409,2.364864864864865,5.9556868537666166,4.963072378138848,4.466765140324963,3.608108108108108,9.086676514032497,7.572230428360413,6.815007385524372,0.7702702702702703,1.9398522895125554,1.6165435745937962,1.4548892171344165,0.5405405405405406,1.3612998522895126,1.1344165435745936,1.0209748892171344,0.5945945945945946,1.4974298375184638,1.247858197932053,1.1230723781388479,0.5405405405405406,1.3612998522895126,1.1344165435745936,1.0209748892171344,0.28378378378378377,0.7146824224519941,0.5955686853766617,0.5360118168389956,2.189189189189189,5.513264401772526,4.594387001477105,4.134948301329395,0.3783783783783784,0.9529098966026587,0.7940915805022155,0.714682422451994,6.905405405405405,17.39060561299852,14.492171344165435,13.04295420974889,1128.9,3,0,71,179,517,363,194,203,195,349,174,147,362,378,328,529,78,191,153,325,286,197,84,337,506,363,228,503,219,134,44,1,80.0,216
Grayson Allen,PHX,29.0,64,29,35,0.453,24.120390625,3.421875,6.809591210755941,5.674659342296618,5.107193408066956,7.640625,15.204977634975595,12.670814695812995,11.403733226231695,0.448,2.328125,4.633009545217512,3.8608412876812603,3.4747571589131345,5.46875,10.882908327692144,9.069090273076787,8.162181245769109,0.426,1.453125,2.8917442127867696,2.4097868439889747,2.1688081595900774,1.78125,3.544718712448298,2.953932260373582,2.658539034336224,0.816,0.53125,1.0571968089758084,0.8809973408131735,0.7928976067318562,2.5,4.97504380694498,4.145869839120817,3.7312828552087347,3.03125,6.032240615920788,5.026867179933991,4.524180461940591,2.140625,4.259881259696639,3.5499010497471994,3.1949109447724795,1.171875,2.3320517845054596,1.9433764870878827,1.7490388383790945,0.84375,1.6790772848439308,1.3992310707032756,1.259307963632948,0.296875,0.5907864520747164,0.49232204339559704,0.4430898390560373,0.28125,0.5596924282813103,0.4664103569010919,0.4197693212109827,1.484375,2.953932260373582,2.4616102169779848,2.2154491952801862,1.65625,3.295966522101049,2.746638768417541,2.471974891575787,10.625,21.143936179516164,17.61994681626347,15.857952134637124,1262.3,1,0,170,212,447,344,168,190,189,285,61,86,38,149,168,178,280,221,237,161,171,143,210,312,328,158,162,429,198,198,44,1,76.0,198
Kevin Durant,PHX,36.0,62,33,29,0.532,36.527177419354835,9.548387096774194,12.547440372502136,10.456200310418446,9.410580279376601,18.129032258064516,23.82318070725068,19.852650589375564,17.867385530438007,0.527,2.5806451612903225,3.3912001006762527,2.8260000838968775,2.5434000755071895,6.0,7.884540234072288,6.57045019506024,5.913405175554216,0.43,4.887096774193548,6.422085190655654,5.351737658879712,4.8165638929917405,5.82258064516129,7.651395227150795,6.37616268929233,5.738546420363097,0.839,0.3709677419354839,0.4874850144722114,0.4062375120601761,0.36561376085415853,5.661290322580645,7.43944522085853,6.199537684048774,5.579583915643897,6.032258064516129,7.926930235330742,6.605775196108952,5.945197676498056,4.241935483870968,5.574285165486591,4.645237637905493,4.180713874114943,3.064516129032258,4.027050119553051,3.355875099627542,3.020287589664788,0.8064516129032258,1.059750031461329,0.8831250262177742,0.7948125235959969,1.2419354838709677,1.6320150484504468,1.3600125403753724,1.2240112863378352,0.5161290322580645,0.6782400201352506,0.5652000167793756,0.508680015101438,1.6774193548387097,2.2042800654395642,1.8369000545329703,1.6532100490796733,5.338709677419355,7.015545208273998,5.846287673561665,5.261658906205499,26.56451612903226,34.90816603633618,29.090138363613484,26.181124527252138,2681.3,5,0,192,166,362,244,49,15,28,85,48,71,35,18,23,120,342,43,76,72,23,161,24,430,361,12,19,361,30,106,44,1,83.0,240
Oso Ighodaro,PHX,22.0,61,25,36,0.41,17.140081967213117,1.8524590163934427,5.187725062048979,4.323104218374149,3.8907937965367343,3.0655737704918034,8.584996341620876,7.154163618017398,6.438747256215658,0.604,0.0,0.0,0.0,0.0,0.03278688524590164,0.09181814269113237,0.07651511890927698,0.06886360701834927,0.0,0.47540983606557374,1.3313630690214193,1.109469224184516,0.9985223017660645,0.819672131147541,2.2954535672783094,1.9128779727319245,1.721590175458732,0.58,1.0819672131147542,3.029998708807368,2.52499892400614,2.272499031605526,2.557377049180328,7.161815129908325,5.968179274923604,5.371361347431243,3.639344262295082,10.191813838715692,8.493178198929744,7.643860379036769,1.1639344262295082,3.2595440655351986,2.7162867212793325,2.444658049151399,0.639344262295082,1.7904537824770812,1.492044818730901,1.3428403368578108,0.45901639344262296,1.2854539976758532,1.0712116647298777,0.9640904982568899,0.47540983606557374,1.3313630690214193,1.109469224184516,0.9985223017660645,0.2459016393442623,0.6886360701834927,0.5738633918195772,0.5164770526376196,1.6721311475409837,4.682725277247751,3.9022710643731258,3.512043957935813,0.7704918032786885,2.157726353241611,1.798105294368009,1.618294764931208,4.180327868852459,11.706813193119377,9.755677660932815,8.780109894839534,759.9,0,0,201,252,455,384,262,313,344,37,499,518,499,324,293,495,137,227,199,289,292,292,140,284,358,299,332,314,294,281,44,1,84.0,235
Nick Richards,PHX,27.0,57,17,40,0.298,22.039005847953216,3.5964912280701755,7.833002093576779,6.527501744647316,5.8747515701825845,6.087719298245614,13.258788909615328,11.048990758012774,9.944091682211496,0.591,0.0,0.0,0.0,0.0,0.03508771929824561,0.07641953262026126,0.06368294385021772,0.057314649465195946,0.0,2.087719298245614,4.546962190905544,3.7891351590879543,3.4102216431791588,2.807017543859649,6.113562609620901,5.094635508017418,4.585171957215676,0.744,2.5964912280701755,5.655045413899333,4.712537844916111,4.2412840604244995,5.578947368421052,12.15070568662154,10.125588072184616,9.113029264966155,8.175438596491228,17.805751100520872,14.83812591710073,13.354313325390656,0.8596491228070176,1.872278549196401,1.560232124330334,1.4042089118973007,1.4210526315789473,3.094991071120581,2.5791592259338176,2.321243303340436,0.24561403508771928,0.5349367283418288,0.44578060695152405,0.40120254625637164,0.9649122807017544,2.1015371470571846,1.7512809558809872,1.5761528602928885,0.8947368421052632,1.9486980818166622,1.6239150681805516,1.4615235613624966,2.473684210526316,5.387577049728419,4.489647541440349,4.040682787296314,2.0701754385964914,4.508752424595414,3.7572936871628455,3.3815643184465607,9.280701754385966,20.2129663780591,16.844138648382586,15.159724783544327,1287.7,16,0,232,323,503,459,221,203,251,44,499,518,499,116,108,331,33,56,42,346,155,391,48,511,464,137,222,526,196,35,44,2,84.0,245
Bradley Beal,PHX,32.0,53,22,31,0.415,32.11682389937107,6.509433962264151,9.728634162819503,8.107195135682918,7.2964756221146265,13.09433962264151,19.570064084048507,16.30838673670709,14.677548063036381,0.497,1.9245283018867925,2.876291839442288,2.3969098662019066,2.1572188795817158,4.981132075471698,7.444520055027098,6.203766712522581,5.583390041270324,0.386,2.0754716981132075,3.1018833562612906,2.584902796884409,2.326412517195968,2.5849056603773586,3.8632547255254255,3.2193789379378543,2.897441044144069,0.803,0.6415094339622641,0.9587639464807626,0.7989699554006355,0.719072959860572,2.69811320754717,4.032448363139678,3.3603736359497316,3.024336272354758,3.339622641509434,4.99121230962044,4.159343591350368,3.7434092322153307,3.6792452830188678,5.498793222463197,4.582327685385998,4.124094916847398,1.8679245283018868,2.7916950206351614,2.3264125171959678,2.093771265476371,1.0943396226415094,1.6355384969377713,1.3629487474481428,1.2266538727033285,0.5283018867924528,0.7895703088665103,0.6579752573887586,0.5921777316498827,0.39622641509433965,0.5921777316498827,0.493481443041569,0.4441332987374121,2.5660377358490565,3.8350557859230503,3.195879821602542,2.876291839442288,2.169811320754717,3.2428780542731674,2.702398378560973,2.432158540704876,17.0188679245283,25.435443521342584,21.196202934452156,19.07658264100694,1565.9,1,0,263,274,395,377,146,99,102,138,135,147,119,125,135,210,280,248,257,104,109,127,144,337,449,144,101,537,138,198,44,1,76.0,207
Toumani Camara,POR,25.0,78,33,45,0.423,32.66732905982906,4.205128205128205,6.178838602827912,5.149032169023259,4.634128952120934,9.179487179487179,13.487952559831662,11.239960466526384,10.115964419873746,0.458,1.7307692307692308,2.5431195468956345,2.1192662890796954,1.9073396601717258,4.615384615384615,6.781652125055026,5.651376770879189,5.08623909379127,0.375,1.1666666666666667,1.7142509538333537,1.4285424615277948,1.2856882153750153,1.6153846153846154,2.373578243769259,1.9779818698077158,1.7801836828269444,0.722,2.217948717948718,3.2589606045403317,2.7158005037836097,2.444220453405249,3.551282051282051,5.218104551778451,4.348420459815375,3.9135784138338376,5.769230769230769,8.477065156318782,7.064220963598985,6.357798867239087,2.2435897435897436,3.296636449679527,2.7471970413996054,2.472477337259645,1.3974358974358974,2.053333560086105,1.711111300071754,1.5400001700645787,1.4871794871794872,2.185199018073286,1.8209991817277382,1.6388992635549644,0.6410256410256411,0.9418961284798647,0.7849134403998872,0.7064220963598985,0.358974358974359,0.5274618319487242,0.4395515266239369,0.3955963739615432,2.948717948717949,4.332722191007377,3.610601825839481,3.249541643255533,2.8333333333333335,4.163180887881001,3.4693174065675016,3.1223856659107514,11.307692307692308,16.615047706384814,13.84587308865401,12.461285779788609,2073.5,4,0,35,166,529,370,24,103,98,250,81,79,150,156,149,362,23,81,47,118,88,9,59,402,565,52,103,461,73,116,44,1,79.0,229
Deni Avdija,POR,24.0,72,33,39,0.458,30.015949074074076,5.583333333333333,8.92858657704353,7.440488814202943,6.696439932782648,11.722222222222221,18.745589728917263,15.62132477409772,14.059192296687948,0.476,1.7361111111111112,2.7763017963443817,2.3135848302869846,2.082226347258286,4.75,7.595961714798227,6.32996809566519,5.6969712860986705,0.365,4.027777777777778,6.441020167518965,5.3675168062658045,4.830765125639224,5.166666666666667,8.262274145920879,6.885228454934066,6.196705609440659,0.78,1.5277777777777777,2.4431455807830558,2.0359546506525463,1.8323591855872918,5.722222222222222,9.150690720751081,7.6255756006259015,6.863018040563311,7.25,11.593836301534136,9.661530251278448,8.695377226150603,3.9027777777777777,6.241126438182169,5.200938698485142,4.680844828636627,2.7222222222222223,4.35324121666799,3.627701013889992,3.2649309125009927,0.9861111111111112,1.5769394203236087,1.314116183603007,1.1827045652427064,0.4861111111111111,0.7773645029764268,0.6478037524803557,0.5830233772323201,0.9027777777777778,1.4436769340990785,1.203064111749232,1.0827577005743088,2.375,3.7979808573991134,3.164984047832595,2.8484856430493353,4.097222222222222,6.55207223937274,5.460060199477283,4.914054179529555,16.930555555555557,27.07449511795041,22.562079264958676,20.305871338462808,2388.9,17,2,95,166,486,329,66,70,73,190,93,89,187,21,18,251,61,23,29,68,19,73,107,543,525,18,56,428,53,34,15,1,81.0,240
Shaedon Sharpe,POR,22.0,72,32,40,0.444,31.28236111111111,6.930555555555555,10.63432090324242,8.861934086035351,7.975740677431816,15.333333333333334,23.527635826011288,19.60636318834274,17.645726869508465,0.452,2.0416666666666665,3.1327558572678074,2.610629881056506,2.3495668929508553,6.555555555555555,10.058916766193231,8.382430638494359,7.544187574644924,0.311,2.638888888888889,4.049140223679479,3.374283519732899,3.036855167759609,3.361111111111111,5.157325969107546,4.297771640922956,3.86799447683066,0.785,0.9444444444444444,1.4491659747905503,1.2076383123254586,1.0868744810929127,3.5555555555555554,5.455683669799718,4.546403058166432,4.091762752349789,4.5,6.90484964459027,5.754041370491891,5.178637233442702,2.75,4.219630338360719,3.5163586153006,3.16472275377054,2.0833333333333335,3.1966896502732727,2.663908041894394,2.3975172377049545,0.8611111111111112,1.3212983887796195,1.101081990649683,0.9909737915847145,0.2222222222222222,0.3409802293624824,0.284150191135402,0.2557351720218618,0.6666666666666666,1.0229406880874472,0.852450573406206,0.7672055160655854,1.6666666666666667,2.557351720218618,2.131126433515515,1.9180137901639636,2.625,4.0278289593443235,3.356524132786936,3.0208717195082424,18.541666666666668,28.450537887432127,23.708781572860108,21.337903415574097,2104.8,3,0,95,179,503,353,51,37,33,271,64,30,358,60,58,241,129,98,103,103,48,106,242,501,415,63,44,484,70,134,44,1,77.0,208
Anfernee Simons,POR,26.0,70,28,42,0.4,32.74140476190477,6.8428571428571425,10.031858597567227,8.359882164639355,7.52389394817542,16.071428571428573,23.561254534996095,19.634378779163413,17.67094090124707,0.426,3.0714285714285716,4.5028175333548095,3.7523479444623415,3.377113150016107,8.471428571428572,12.419399057113498,10.349499214261249,9.314549292835125,0.363,2.5,3.6650840387771706,3.0542366989809757,2.748813029082878,2.7714285714285714,4.0630074487015495,3.385839540584624,3.0472555865261617,0.902,0.35714285714285715,0.5235834341110244,0.43631952842585364,0.3926875755832683,2.342857142857143,3.4347073277683196,2.8622561064735996,2.57603049582624,2.7,3.958290761879344,3.2985756348994535,2.968718071409508,4.814285714285714,7.057904691816608,5.881587243180507,5.293428518862457,2.0428571428571427,2.994897243115059,2.4957477025958825,2.2461729323362944,0.8571428571428571,1.2566002418664586,1.0471668682220487,0.9424501813998439,0.07142857142857142,0.10471668682220486,0.08726390568517073,0.07853751511665365,0.9142857142857143,1.3403735913242225,1.1169779927701853,1.0052801934931668,1.6714285714285715,2.450370471639594,2.041975393032995,1.8377778537296956,2.0,2.932067231021737,2.4433893591847804,2.1990504232663026,19.257142857142856,28.231618767266433,23.52634897272203,21.173714075449826,2132.3,2,0,118,220,517,389,43,40,27,368,17,13,203,68,86,41,329,213,241,46,54,119,396,542,410,102,40,520,69,159,44,1,75.0,200
Kris Murray,POR,24.0,69,31,38,0.449,15.078067632850242,1.6956521739130435,5.397993053864588,4.4983275448871565,4.048494790398441,4.043478260869565,12.872137282292481,10.726781068577067,9.65410296171936,0.419,0.391304347826087,1.245690704737982,1.0380755872816516,0.9342680285534865,1.7391304347826086,5.536403132168809,4.61366927680734,4.1523023491266065,0.225,0.37681159420289856,1.1995540119699086,0.9996283433082571,0.8996655089774315,0.8260869565217391,2.6297914877801842,2.1914929064834867,1.9723436158351382,0.456,1.1014492753623188,3.506388650373579,2.9219905419779826,2.6297914877801842,1.536231884057971,4.89048943341578,4.0754078611798175,3.6678670750618356,2.63768115942029,8.39687808378936,6.997398403157799,6.297658562842019,0.9855072463768116,3.137295108228991,2.614412590190826,2.3529713311717435,0.6231884057971014,1.9838777890271564,1.6532314908559638,1.4879083417703673,0.5072463768115942,1.6147842468825693,1.3456535390688076,1.2110881851619268,0.2463768115942029,0.7843237770572478,0.6536031475477065,0.5882428327929359,0.2898550724637681,0.9227338553614681,0.76894487946789,0.692050391521101,0.9565217391304348,3.045021722692845,2.5375181022440376,2.2837662920196338,0.6086956521739131,1.9377410962590829,1.614784246882569,1.453305822194312,4.159420289855072,13.241230824437066,11.03435902036422,9.930923118327799,720.4,1,0,129,186,475,347,267,304,289,395,304,264,461,345,280,534,110,297,249,295,274,252,225,329,261,317,316,380,305,198,44,1,80.0,216
